frame.len,ip.hdr_len,ip.len,ip.ttl,ip.proto,tcp.len,tcp.seq,tcp.ack,tcp.hdr_len,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,tcp.time_delta,udp.length,udp.stream,icmp.type,icmp.seq,icmp.seq_le,icmp.resp_to,data.len,arp.hw.size,arp.proto.size,Status
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,20,40,64,6,0,1763681,1,20,0,0,0,0,0.292780979,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1763682,20,0,0,0,0,0.014528294,0,0,0,0,0,0,0,0,0,0
60,20,43,64,6,3,231,1,20,0,0,3,3,1.270339587,0,0,0,0,0,0,3,0,0,0
61,20,47,126,6,7,1,234,20,0,0,7,7,0.019566301,0,0,0,0,0,0,7,0,0,0
60,20,40,64,6,0,234,8,20,0,0,0,0,0.00139458,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,20,959,126,6,919,706,2491,20,0,0,919,919,1.77117089,0,0,0,0,0,0,0,0,0,0
287,20,273,64,6,233,234,8,20,0,0,233,233,1.611888924,0,0,0,0,0,0,233,0,0,0
287,20,273,64,6,233,234,8,20,0,0,233,233,1.772917395,0,0,0,0,0,0,233,0,0,0
287,20,273,64,6,233,234,8,20,0,0,233,233,0.482725622,0,0,0,0,0,0,233,0,0,0
547,20,533,64,6,493,2491,1625,20,0,0,493,493,0.02365129,0,0,0,0,0,0,0,0,0,0
60,20,40,64,6,0,1763681,1,20,0,0,0,0,0.560039216,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1763682,20,0,0,0,0,0.002857856,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,8,467,20,0,0,0,0,0.04378983,0,0,0,0,0,0,0,0,0,0
60,20,40,127,6,0,8,467,20,0,0,0,0,0.044783056,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,8,467,20,0,0,0,0,0.045807063,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1625,2984,20,0,0,0,0,0.043341393,0,0,0,0,0,0,0,0,0,0
97,20,83,46,6,31,1,1,32,300247067,1805052724,31,31,0,0,0,0,0,0,0,0,0,0,0
101,20,87,64,6,35,1,32,32,1805062704,300247067,35,35,0.00344499,0,0,0,0,0,0,0,0,0,0
63,20,49,64,17,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,21,0,0,0
66,20,52,46,6,0,32,36,32,300247228,1805062704,0,0,0.154175417,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,20,49,64,17,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,21,0,0,0
974,20,960,126,6,920,705,2491,20,0,0,920,920,2.743201335,0,0,0,0,0,0,0,0,0,0
60,20,40,64,6,0,1,2,20,0,0,0,0,6.21830215,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,2,2,20,0,0,0,0,0.002266452,0,0,0,0,0,0,0,0,0,0
289,20,275,64,6,235,467,8,20,0,0,235,235,0.935028566,0,0,0,0,0,0,235,0,0,0
289,20,275,64,6,235,467,8,20,0,0,235,235,0.933996799,0,0,0,0,0,0,235,0,0,0
289,20,275,64,6,235,467,8,20,0,0,235,235,0.936012105,0,0,0,0,0,0,235,0,0,0
549,20,535,64,6,495,2491,1625,20,0,0,495,495,0.024891756,0,0,0,0,0,0,0,0,0,0
60,20,40,127,6,0,8,702,20,0,0,0,0,0.043669309,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,8,702,20,0,0,0,0,0.046868675,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,8,702,20,0,0,0,0,0.047585236,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1625,2986,20,0,0,0,0,0.043779621,0,0,0,0,0,0,0,0,0,0
60,20,40,64,6,0,1763681,1,20,0,0,0,0,1.120535201,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1763682,20,0,0,0,0,0.003100668,0,0,0,0,0,0,0,0,0,0
60,20,40,64,6,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,20,40,128,6,0,1,2,20,0,0,0,0,0.001068174,0,0,0,0,0,0,0,0,0,0
60,20,40,128,6,0,1,2,20,0,0,0,0,0.000043854,0,0,0,0,0,0,0,0,0,0
60,20,40,64,6,0,2,2,20,0,0,0,0,0.001841036,0,0,0,0,0,0,0,0,0,0
967,20,953,128,6,913,785,4043,20,0,0,913,913,3.117228136,0,0,0,0,0,0,0,0,0,0
100,20,86,64,6,46,4043,1698,20,0,0,46,46,0.00473405,0,0,0,0,0,0,0,0,0,0
60,20,40,128,6,0,1698,4089,20,0,0,0,0,0.042049938,0,0,0,0,0,0,0,0,0,0
1097,20,1083,64,6,1043,4089,1698,20,0,0,1043,1043,0.002063953,0,0,0,0,0,0,0,0,0,0
60,20,40,128,6,0,1698,5132,20,0,0,0,0,0.041921033,0,0,0,0,0,0,0,0,0,0
282,20,268,64,6,228,702,8,20,0,0,228,228,0.563602852,0,0,0,0,0,0,228,0,0,0
282,20,268,64,6,228,702,8,20,0,0,228,228,0.559702185,0,0,0,0,0,0,228,0,0,0
282,20,268,64,6,228,702,8,20,0,0,228,228,0.560422652,0,0,0,0,0,0,228,0,0,0
838,20,824,128,6,784,997,2010,20,0,0,784,784,3.359035191,0,0,0,0,0,0,0,0,0,0
759,20,745,126,6,705,1625,2984,20,0,0,705,705,1.546971548,0,0,0,0,0,0,0,0,0,0
758,20,744,126,6,704,1625,2986,20,0,0,704,704,0.574063344,0,0,0,0,0,0,0,0,0,0
100,20,86,64,6,46,2010,1781,20,0,0,46,46,0.016120165,0,0,0,0,0,0,0,0,0,0
1514,20,1500,64,6,1460,2984,2330,20,0,0,1460,1460,0.013903504,0,0,0,0,0,0,0,0,0,0
1084,20,1070,64,6,1030,4444,2330,20,0,0,2490,2490,0.001894266,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,2056,1781,20,0,0,2966,2920,0.001969161,0,0,0,0,0,0,0,0,0,0
60,20,40,128,6,0,1781,3516,20,0,0,0,0,0.001371871,0,0,0,0,0,0,0,0,0,0
1130,20,1116,64,6,1076,4976,1781,20,0,0,2536,3996,0.001991089,0,0,0,0,0,0,0,0,0,0
60,20,40,128,6,0,1781,6052,20,0,0,0,0,0.001217913,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,2330,5474,20,0,0,0,0,0.00660144,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,8,930,20,0,0,0,0,0.043030613,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,8,930,20,0,0,0,0,0.043937693,0,0,0,0,0,0,0,0,0,0
60,20,40,127,6,0,8,930,20,0,0,0,0,0.043989777,0,0,0,0,0,0,0,0,0,0
1514,20,1500,64,6,1460,2986,2329,20,0,0,1460,1460,0.031867883,0,0,0,0,0,0,0,0,0,0
1084,20,1070,64,6,1030,4446,2329,20,0,0,2490,2490,0.001953015,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,2329,5476,20,0,0,0,0,0.002387285,0,0,0,0,0,0,0,0,0,0
100,20,86,45,6,34,1,1,32,2588215816,2888739823,34,34,0,0,0,0,0,0,0,0,0,0,0
66,20,52,64,6,0,1,35,32,2888749798,2588215816,0,0,0.00197812,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
60,20,40,64,6,0,1763681,1,20,0,0,0,0,2.308527823,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1763682,20,0,0,0,0,0.005345714,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0
75,20,61,1,17,0,0,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1763682,20,0,0,0,0,1.08974044,0,0,0,0,0,0,0,0,0,0
746,20,732,64,6,692,1763682,1,20,0,0,692,692,0.002252286,0,0,0,0,0,0,692,0,0,0
2974,20,2960,64,6,2920,1764374,1,20,0,0,3612,2920,0.00006052,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1767294,1,20,0,0,6532,5840,0.000396822,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1770214,1,20,0,0,9452,8760,0.00046302,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1773134,1,20,0,0,12372,11680,0.000528071,0,0,0,0,0,0,2920,0,0,0
1514,20,1500,64,6,1460,1776054,1,20,0,0,13832,13140,0.000464062,0,0,0,0,0,0,1460,0,0,0
60,20,40,126,6,0,1,1767294,20,0,0,0,0,0.004504154,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1777514,1,20,0,0,13140,16060,0.001910516,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1780434,1,20,0,0,16060,18980,0.001763224,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1783354,1,20,0,0,18980,21900,0.002024005,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1773134,20,0,0,0,0,0.010428253,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1777514,20,0,0,0,0,0.00003875,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1780434,20,0,0,0,0,0.000016406,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1783354,20,0,0,0,0,0.000013646,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1786274,1,20,0,0,5840,24820,0.001090101,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1789194,1,20,0,0,8760,27740,0.001386455,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1792114,1,20,0,0,11680,30660,0.001985776,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1795034,1,20,0,0,14600,33580,0.001998536,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1797954,1,20,0,0,17520,36500,0.00198562,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1800874,1,20,0,0,20440,39420,0.002021869,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1803794,1,20,0,0,23360,42340,0.001993797,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1806714,1,20,0,0,26280,45260,0.001999838,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1809634,1,20,0,0,29200,48180,0.002015776,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1812554,1,20,0,0,32120,51100,0.00199312,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1815474,1,20,0,0,35040,54020,0.000458957,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1786274,20,0,0,0,0,0.008565706,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1792114,20,0,0,0,0,0.000039687,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1800874,20,0,0,0,0,0.000014844,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1805254,20,0,0,0,0,0.000015208,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1809634,20,0,0,0,0,0.000358749,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1818394,20,0,0,0,0,0.000035052,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1818394,1,20,0,0,2920,56940,0.000890779,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1821314,1,20,0,0,5840,59860,0.001595673,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1821314,20,0,0,0,0,0.001786974,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1824234,1,20,0,0,5840,62780,0.000225937,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1827154,1,20,0,0,8760,65700,0.000594113,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1830074,1,20,0,0,11680,68620,0.001409475,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1824234,20,0,0,0,0,0.000397551,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1832994,1,20,0,0,11680,71540,0.000819269,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1827154,20,0,0,0,0,0.00006651,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1835914,1,20,0,0,11680,74460,0.000931352,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1838834,1,20,0,0,14600,77380,0.001771453,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1841754,1,20,0,0,17520,80300,0.000479218,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1830074,20,0,0,0,0,0.000442707,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1835914,20,0,0,0,0,0.000689061,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1844674,1,20,0,0,11680,83220,0.000125208,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1847594,1,20,0,0,14600,86140,0.000742966,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1838834,20,0,0,0,0,0.00011474,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1850514,1,20,0,0,14600,89060,0.000382238,0,0,0,0,0,0,2920,0,0,0
2974,20,2960,64,6,2920,1853434,1,20,0,0,17520,91980,0.000507238,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1841754,20,0,0,0,0,0.000135625,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1856354,1,20,0,0,17520,94900,0.000902029,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1844674,20,0,0,0,0,0.001073226,0,0,0,0,0,0,0,0,0,0
2974,20,2960,64,6,2920,1859274,1,20,0,0,17520,97820,0.000391978,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1849054,20,0,0,0,0,0.000527395,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1850514,20,0,0,0,0,0.000017864,0,0,0,0,0,0,0,0,0,0
4434,20,4420,64,6,4380,1862194,1,20,0,0,16060,102200,0.000855415,0,0,0,0,0,0,4380,0,0,0
60,20,40,126,6,0,1,1854894,20,0,0,0,0,0.000070833,0,0,0,0,0,0,0,0,0,0
4434,20,4420,64,6,4380,1866574,1,20,0,0,16060,106580,0.000399374,0,0,0,0,0,0,4380,0,0,0
60,20,40,126,6,0,1,1857814,20,0,0,0,0,0.000364634,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1859274,20,0,0,0,0,0.000017031,0,0,0,0,0,0,0,0,0,0
4434,20,4420,64,6,4380,1870954,1,20,0,0,16060,110960,0.00013901,0,0,0,0,0,0,4380,0,0,0
4434,20,4420,64,6,4380,1875334,1,20,0,0,20440,115340,0.000493332,0,0,0,0,0,0,4380,0,0,0
4434,20,4420,64,6,4380,1879714,1,20,0,0,24820,119720,0.000483384,0,0,0,0,0,0,4380,0,0,0
4434,20,4420,64,6,4380,1884094,1,20,0,0,29200,124100,0.00050927,0,0,0,0,0,0,4380,0,0,0
5894,20,5880,64,6,5840,1888474,1,20,0,0,35040,129940,0.001201247,0,0,0,0,0,0,5840,0,0,0
60,20,40,126,6,0,1,1863654,20,0,0,0,0,0.000022083,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1866574,20,0,0,0,0,0.000015781,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1869494,20,0,0,0,0,0.000015938,0,0,0,0,0,0,0,0,0,0
4434,20,4420,64,6,4380,1894314,1,20,0,0,29200,134320,0.000445363,0,0,0,0,0,0,4380,0,0,0
2974,20,2960,64,6,2920,1898694,1,20,0,0,32120,137240,0.00041802,0,0,0,0,0,0,2920,0,0,0
5894,20,5880,64,6,5840,1901614,1,20,0,0,37960,143080,0.000439425,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1907454,1,20,0,0,43800,148920,0.000483124,0,0,0,0,0,0,5840,0,0,0
60,20,40,126,6,0,1,1873874,20,0,0,0,0,0.000106771,0,0,0,0,0,0,0,0,0,0
5894,20,5880,64,6,5840,1913294,1,20,0,0,45260,154760,0.000403228,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1919134,1,20,0,0,51100,160600,0.000477446,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1924974,1,20,0,0,56940,166440,0.000509322,0,0,0,0,0,0,5840,0,0,0
60,20,40,126,6,0,1,1876794,20,0,0,0,0,0.000382186,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1882634,20,0,0,0,0,0.000017448,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1885554,20,0,0,0,0,0.000033386,0,0,0,0,0,0,0,0,0,0
5894,20,5880,64,6,5840,1930814,1,20,0,0,51100,172280,0.000085676,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1936654,1,20,0,0,56940,178120,0.000476249,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1942494,1,20,0,0,62780,183960,0.000466093,0,0,0,0,0,0,5840,0,0,0
1514,20,1500,64,6,1460,1948334,1,20,0,0,64240,185420,0.000444894,0,0,0,0,0,0,1460,0,0,0
60,20,40,126,6,0,1,1892854,20,0,0,0,0,0.00122307,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1894314,20,0,0,0,0,0.000017239,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1900154,20,0,0,0,0,0.000013698,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1910374,20,0,0,0,0,0.000012761,0,0,0,0,0,0,0,0,0,0
5894,20,5880,64,6,5840,1949794,1,20,0,0,45260,191260,0.001046611,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1955634,1,20,0,0,51100,197100,0.000637968,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1961474,1,20,0,0,56940,202940,0.000463071,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1967314,1,20,0,0,62780,208780,0.000437811,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1973154,1,20,0,0,68620,214620,0.000445676,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1978994,1,20,0,0,74460,220460,0.000487134,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1984834,1,20,0,0,80300,226300,0.00050401,0,0,0,0,0,0,5840,0,0,0
60,20,40,126,6,0,1,1914754,20,0,0,0,0,0.000368332,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1923514,20,0,0,0,0,0.000020104,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1929354,20,0,0,0,0,0.000016771,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1932274,20,0,0,0,0,0.000012968,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1938114,20,0,0,0,0,0.000035782,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1941034,20,0,0,0,0,0.000013281,0,0,0,0,0,0,0,0,0,0
5894,20,5880,64,6,5840,1990674,1,20,0,0,55480,232140,0.000202708,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,1996514,1,20,0,0,61320,237980,0.000384842,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2002354,1,20,0,0,67160,243820,0.000430312,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2008194,1,20,0,0,73000,249660,0.000486353,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2014034,1,20,0,0,78840,255500,0.00049255,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2019874,1,20,0,0,84680,261340,0.000500364,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2025714,1,20,0,0,90520,267180,0.000475988,0,0,0,0,0,0,5840,0,0,0
60,20,40,126,6,0,1,1945414,20,0,0,0,0,0.000311561,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1954174,20,0,0,0,0,0.000030625,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1964394,20,0,0,0,0,0.000031615,0,0,0,0,0,0,0,0,0,0
5894,20,5880,64,6,5840,2031554,1,20,0,0,73000,273020,0.000942081,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2037394,1,20,0,0,78840,278860,0.00050354,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2043234,1,20,0,0,84680,284700,0.000487134,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2049074,1,20,0,0,90520,290540,0.000504686,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2054914,1,20,0,0,96360,296380,0.000483905,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2060754,1,20,0,0,102200,302220,0.000501822,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2066594,1,20,0,0,108040,308060,0.000484946,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2072434,1,20,0,0,113880,313900,0.000511197,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2078274,1,20,0,0,119720,319740,0.000482134,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2084114,1,20,0,0,125560,325580,0.000495207,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2089954,1,20,0,0,131400,331420,0.000482967,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2095794,1,20,0,0,137240,337260,0.000488593,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2101634,1,20,0,0,143080,343100,0.000497551,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2107474,1,20,0,0,148920,348940,0.000492342,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2113314,1,20,0,0,154760,354780,0.000496561,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2119154,1,20,0,0,160600,360620,0.000489218,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2124994,1,20,0,0,166440,366460,0.000496821,0,0,0,0,0,0,5840,0,0,0
1514,20,1500,64,6,1460,2130834,1,20,0,0,167900,367920,0.000474009,0,0,0,0,0,0,1460,0,0,0
4434,20,4420,64,6,4380,2132294,1,20,0,0,172280,4380,0.000045208,0,0,0,0,0,0,4380,0,0,0
2974,20,2960,64,6,2920,2136674,1,20,0,0,175200,7300,0.000462447,0,0,0,0,0,0,2920,0,0,0
60,20,40,126,6,0,1,1968774,20,0,0,0,0,0.001013383,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1971694,20,0,0,0,0,0.000025781,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1977534,20,0,0,0,0,0.000014479,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1980454,20,0,0,0,0,0.000013281,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1986294,20,0,0,0,0,0.000012657,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1989214,20,0,0,0,0,0.000012864,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1996514,20,0,0,0,0,0.000016198,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,1999434,20,0,0,0,0,0.000286301,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2005274,20,0,0,0,0,0.000018646,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2008194,20,0,0,0,0,0.000014115,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2014034,20,0,0,0,0,0.000013958,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2016954,20,0,0,0,0,0.000013021,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2022794,20,0,0,0,0,0.000012604,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2025714,20,0,0,0,0,0.000358957,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2031554,20,0,0,0,0,0.00001849,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2040314,20,0,0,0,0,0.000014114,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2043234,20,0,0,0,0,0.000013959,0,0,0,0,0,0,0,0,0,0
60,20,40,126,6,0,1,2049074,20,0,0,0,0,0.000015677,0,0,0,0,0,0,0,0,0,0
5894,20,5880,64,6,5840,2139594,1,20,0,0,96360,13140,0.000266093,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2145434,1,20,0,0,102200,18980,0.00047953,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2151274,1,20,0,0,108040,24820,0.000491405,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2157114,1,20,0,0,113880,30660,0.000499946,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2162954,1,20,0,0,119720,36500,0.00052203,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2168794,1,20,0,0,125560,42340,0.000492394,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2174634,1,20,0,0,131400,48180,0.000463697,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2180474,1,20,0,0,137240,54020,0.000502759,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2186314,1,20,0,0,143080,59860,0.000479061,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2192154,1,20,0,0,148920,65700,0.000499687,0,0,0,0,0,0,5840,0,0,0
5894,20,5880,64,6,5840,2197994,1,20,0,0,154760,71540,0.000499894,0,0,0,0,0,0,5840,0,0,0
60,20,40,126,6,0,1,2051994,20,0,0,0,0,0.003066658,0,0,0,0,0,0,0,0,0,0
